Player,Nation,Pos,Squad,Comp,Age,Gls,Ast,G-PK,PK,PKatt,xG,npxG,xAG,G-xG,np:G-xG,Sh,SoT,Sh/90,SoT/90,FK,Cmp,Att,Cmp%,TotDist,PrgDist,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,TB,Sw,Crs,In,Out,Str,PrgC,PrgP,PrgR,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Lost,Int,Blocks_stats_defense,Clr,Err,Touches,Def Pen,Att Pen,Succ,Tkld,Carries,CPA,Mis,Dis,Rec,Won,Fls,PKwon,PKcon,Recov
Mërgim Vojvoda,xk KVX,DF,Torino,it Serie A,29.0,0,0,0,0,0,0.4,0.4,0.4,-0.4,-0.4,5,0,0.41,0.0,0,662,792,83.6,12050,3725,0.9,-0.4,11,47,16,9,710,2,9,40,5,0,0,18,64,34,2.2,24,1,1,0,1,0,0.08,18,10,5,9,4,7,7,13,24,1,875,43,6,6,3,577,1,8,8,606,8,13,0,0,53
Mërgim Vojvoda,xk KVX,DF,Como,it Serie A,29.0,1,2,1,0,0,0.2,0.2,2.0,0.8,0.8,4,1,0.5,0.13,0,375,460,81.5,6049,2206,0.9,0.0,12,31,11,4,392,0,0,26,2,2,0,16,43,40,2.51,15,3,1,1,0,0,0.25,9,6,5,4,0,2,3,7,18,0,521,32,14,3,7,293,4,4,4,343,6,8,0,0,28
Kevin Volland,de GER,"FW,MF",Union Berlin,de Bundesliga,32.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0,10,14,71.4,110,49,0.2,-0.1,1,1,0,0,13,0,0,0,0,0,0,0,2,4,1.48,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,0,20,0,4,0,0,12,0,1,2,14,3,3,0,0,2
Aster Vranckx,be BEL,MF,Wolfsburg,de Bundesliga,21.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,166,202,82.2,2747,773,0.4,0.0,1,16,2,0,197,1,2,3,0,0,0,5,20,6,0.97,5,0,0,0,1,0,0.16,11,6,3,8,0,6,10,14,13,0,276,30,4,5,1,123,0,13,5,144,7,12,0,0,22
Stefan de Vrij,nl NED,DF,Inter,it Serie A,32.0,3,0,3,0,0,1.1,1.1,0.0,1.9,1.9,13,3,0.72,0.17,0,1309,1403,93.3,24028,7772,0.3,0.0,1,64,1,0,1372,2,3,0,0,0,0,11,76,5,0.73,9,0,0,5,0,0,0.16,18,11,12,5,1,3,22,19,89,0,1613,151,19,3,5,988,0,4,1,1162,65,8,0,0,66
Ibrahima Wadji,sn SEN,"FW,MF",Saint-Étienne,fr Ligue 1,29.0,0,0,0,0,0,0.8,0.8,0.0,-0.8,-0.8,12,1,3.11,0.26,0,53,63,84.1,680,65,0.1,0.0,1,2,1,0,54,0,0,2,0,0,0,11,4,24,2.09,4,0,2,2,0,0,0.26,7,6,3,3,1,4,1,1,0,0,112,0,16,7,3,65,3,19,10,77,4,11,0,0,7
Robert Wagner,de GER,MF,St. Pauli,de Bundesliga,21.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,2,0,0.44,0.0,0,98,130,75.4,1406,458,0.1,0.0,0,6,0,0,124,0,1,2,0,0,0,1,10,9,0.67,3,0,0,0,0,0,0.0,8,3,2,6,0,9,2,8,12,0,183,9,3,1,1,59,0,5,6,92,5,6,0,0,22
Elye Wahi,fr FRA,FW,Marseille,fr Ligue 1,21.0,3,1,2,1,1,6.0,5.2,0.4,-3.0,-3.2,16,9,2.51,1.41,0,88,111,79.3,1129,158,0.2,0.6,6,7,0,0,102,0,1,2,0,0,0,7,7,41,2.5,12,0,2,2,0,0,0.63,0,0,0,0,0,4,1,1,0,0,161,0,30,2,8,103,5,15,11,126,4,17,0,0,8
Elye Wahi,fr FRA,"FW,MF",Eint Frankfurt,de Bundesliga,21.0,0,0,0,0,0,1.3,1.3,0.1,-1.3,-1.3,9,2,4.13,0.92,0,27,42,64.3,366,99,0.3,-0.1,1,2,3,1,41,0,0,5,0,0,0,6,5,19,1.83,2,0,1,1,0,0,0.0,0,0,0,0,0,1,0,1,1,0,66,1,14,6,1,43,4,7,5,52,2,2,0,0,8
Hauke Wahl,de GER,DF,St. Pauli,de Bundesliga,30.0,0,0,0,0,0,0.9,0.9,0.5,-0.9,-0.9,11,4,0.33,0.12,0,1520,1755,86.6,26509,9297,1.6,-0.5,9,120,8,1,1683,0,0,8,0,0,0,30,142,10,0.79,22,0,0,2,1,1,0.0,36,27,21,13,2,15,31,44,170,4,2096,246,28,8,2,1040,1,10,9,1305,47,13,0,0,129
Kyle Walker,eng ENG,DF,Manchester City,eng Premier League,34.0,0,0,0,0,0,0.1,0.1,0.4,-0.1,-0.1,5,2,0.46,0.19,0,724,826,87.7,11928,3918,1.3,-0.4,7,63,7,4,727,2,7,14,0,0,0,12,64,11,1.58,17,0,0,0,0,0,0.0,17,10,7,7,3,12,3,13,13,1,892,26,5,3,2,499,0,9,2,630,9,6,0,0,46
Kyle Walker,eng ENG,DF,Milan,it Serie A,34.0,0,0,0,0,0,0.0,0.0,0.9,0.0,0.0,2,0,0.27,0.0,0,370,422,87.7,6392,1909,0.5,-0.9,6,26,2,0,372,0,2,11,0,0,0,11,32,19,1.37,9,1,0,0,0,0,0.0,17,9,12,4,1,4,9,9,15,1,492,33,6,5,2,310,2,6,4,323,6,7,0,0,37
Kyle Walker-Peters,eng ENG,DF,Southampton,eng Premier League,27.0,0,2,0,0,0,0.8,0.8,2.8,-0.8,-0.8,20,6,0.62,0.19,0,1493,1693,88.2,22418,6584,2.3,-0.8,24,119,30,4,1500,5,2,51,0,0,0,114,139,144,1.94,40,3,10,5,3,2,0.22,44,29,22,15,7,19,19,27,90,1,2022,151,59,38,39,1271,24,32,39,1433,11,28,0,0,135
Sebastian Walukiewicz,pl POL,DF,Torino,it Serie A,24.0,0,0,0,0,0,0.4,0.4,0.3,-0.4,-0.4,6,1,0.33,0.05,0,761,938,81.1,13048,4435,0.6,-0.3,4,74,14,5,827,0,3,24,0,0,0,25,80,31,0.87,15,0,0,1,0,0,0.05,38,20,18,16,4,8,18,21,60,0,1119,68,9,6,14,557,0,9,5,694,23,29,0,0,52
Sebastian Walukiewicz,pl POL,DF,Empoli,it Serie A,24.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0,48,62,77.4,874,473,0.0,-0.1,1,6,1,0,55,0,1,2,0,0,0,2,8,3,2.0,4,0,0,0,0,0,0.0,1,0,1,0,0,1,1,3,15,0,83,16,0,0,0,32,0,2,0,33,5,4,0,0,6
Aaron Wan-Bissaka,eng ENG,DF,West Ham,eng Premier League,26.0,2,5,2,0,0,1.2,1.2,3.5,0.8,0.8,16,5,0.46,0.14,0,1472,1815,81.1,20696,7523,2.8,1.5,33,94,35,11,1568,5,1,76,0,0,0,110,149,167,2.65,75,4,7,3,2,2,0.29,70,49,33,32,5,9,66,37,125,0,2256,147,48,64,43,1092,15,35,22,1322,22,25,0,0,174
Paul Wanner,de GER,"MF,FW",Heidenheim,de Bundesliga,18.0,3,2,2,1,1,3.7,2.9,1.3,-0.7,-0.9,24,5,1.22,0.25,3,518,709,73.1,7975,2039,1.8,0.7,20,43,13,3,600,4,2,52,17,5,0,28,64,65,2.59,30,9,1,6,5,0,0.36,40,27,16,21,3,17,4,15,20,0,935,19,41,25,29,496,6,45,37,575,12,23,0,0,90
Joel Ward,eng ENG,DF,Crystal Palace,eng Premier League,34.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,14,24,58.3,306,77,0.0,0.0,1,0,0,0,24,0,0,0,0,0,0,0,1,1,1.27,1,0,0,0,0,0,0.0,2,0,0,2,0,0,0,0,3,0,32,3,0,0,1,15,0,0,0,16,1,4,0,0,7
James Ward-Prowse,eng ENG,MF,West Ham,eng Premier League,29.0,1,1,1,0,0,1.6,1.6,1.9,-0.6,-0.6,13,5,1.13,0.43,3,677,768,88.2,11241,3140,1.8,-0.9,20,76,5,2,699,0,9,49,18,14,1,11,54,9,2.95,19,11,0,3,0,1,0.09,20,14,8,8,4,12,8,6,15,0,849,30,11,2,3,427,0,3,6,593,10,10,0,0,52
James Ward-Prowse,eng ENG,MF,Nott'ham Forest,eng Premier League,29.0,0,1,0,0,0,0.1,0.1,1.1,-0.1,-0.1,2,1,0.45,0.23,1,145,182,79.7,2296,768,0.8,-0.1,4,16,2,0,157,0,1,19,3,5,0,1,16,3,2.25,6,4,0,0,0,0,0.45,4,1,1,3,0,0,5,3,8,0,205,13,1,0,0,92,0,3,3,115,3,7,0,0,19
Kjell-Arik Wätjen,de GER,MF,Dortmund,de Bundesliga,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,3,8,37.5,42,16,0.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,12,2,0,0,0,4,0,2,0,5,0,0,0,0,2
Ollie Watkins,eng ENG,FW,Aston Villa,eng Premier League,28.0,16,8,14,2,2,15.3,13.8,3.3,0.7,0.2,82,36,2.84,1.25,0,307,424,72.4,3915,656,2.1,4.7,24,12,13,0,415,1,1,7,0,0,0,55,31,165,1.84,36,0,4,7,6,0,0.42,10,7,0,6,4,8,8,11,15,2,695,18,168,10,27,409,38,60,50,552,52,29,2,0,43
Timothy Weah,us USA,"DF,FW",Juventus,it Serie A,24.0,5,2,5,0,0,3.4,3.4,1.6,1.6,1.6,21,9,1.15,0.49,0,659,787,83.7,10475,2680,1.2,0.4,19,38,13,6,703,2,2,44,0,1,0,45,56,120,1.98,29,2,1,2,2,0,0.16,36,19,15,13,8,11,14,25,27,2,977,31,35,13,16,565,18,26,15,652,19,20,0,0,60
Adam Webster,eng ENG,DF,Brighton,eng Premier League,29.0,0,0,0,0,0,0.2,0.2,0.5,-0.2,-0.2,5,1,0.51,0.1,0,636,725,87.7,11765,4541,0.3,-0.5,3,64,2,0,650,0,3,2,0,0,0,8,63,2,1.42,10,2,0,2,0,0,0.41,10,6,5,4,1,8,20,16,41,2,824,119,15,1,2,476,0,5,1,552,24,7,0,1,35
Julian Weigl,de GER,MF,Gladbach,de Bundesliga,28.0,0,2,0,0,0,0.7,0.7,1.1,-0.7,-0.7,19,6,0.59,0.19,0,1557,1763,88.3,28131,8594,1.9,0.9,11,121,18,1,1703,5,6,11,0,0,0,11,122,9,1.59,45,0,0,5,1,0,0.19,53,25,24,24,5,18,48,54,86,3,2075,122,9,7,0,1061,1,13,10,1416,39,23,0,3,133
Nelson Weiper,de GER,"FW,MF",Mainz 05,de Bundesliga,19.0,3,2,3,0,0,4.1,4.1,1.9,-1.1,-1.1,22,12,2.81,1.53,0,116,173,67.1,1561,339,0.7,0.1,10,12,5,0,160,0,0,6,0,0,0,12,13,62,2.05,11,0,2,3,0,0,0.26,5,4,2,3,0,2,2,5,5,1,311,5,50,10,11,149,5,54,11,213,34,19,0,0,20
Mitchell Weiser,de GER,"DF,MF",Werder Bremen,de Bundesliga,30.0,5,9,5,0,0,5.4,5.4,4.7,-0.4,-0.4,43,15,1.35,0.47,0,1151,1558,73.9,17209,6937,5.4,4.3,42,74,40,12,1280,10,7,78,0,0,0,65,125,200,2.73,73,2,2,3,5,2,0.41,61,40,19,34,8,28,22,33,61,3,1949,60,109,35,41,990,13,71,36,1210,31,30,0,0,152
Noah Weißhaupt,de GER,"FW,MF",St. Pauli,de Bundesliga,22.0,1,0,1,0,0,2.1,2.1,1.8,-1.1,-1.1,18,4,1.4,0.31,0,226,363,62.3,3943,1254,1.8,-1.8,18,19,15,11,325,1,5,72,11,11,1,42,33,94,3.26,19,8,4,2,9,0,0.08,6,4,3,0,3,5,2,7,8,1,509,6,43,13,17,306,17,37,11,355,15,10,0,0,51
Noah Weißhaupt,de GER,FW,Freiburg,de Bundesliga,22.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,1.13,0.0,0,37,50,74.0,540,95,0.1,0.0,0,2,2,1,47,0,0,8,2,0,0,8,6,10,4.5,3,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,59,1,5,1,2,49,4,3,0,52,0,1,0,0,3
Danny Welbeck,eng ENG,FW,Brighton,eng Premier League,33.0,10,4,9,1,1,9.6,8.8,1.4,0.4,0.2,59,23,2.51,0.98,9,417,491,84.9,4936,1008,1.4,2.6,23,18,14,0,472,0,0,3,0,0,0,21,47,95,2.26,39,1,3,4,6,0,0.34,26,16,6,15,5,12,5,19,14,0,726,18,102,13,21,448,8,49,28,547,17,11,0,0,46
Welington,br BRA,DF,Southampton,eng Premier League,23.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,3,0,0.56,0.0,0,145,186,78.0,2273,695,0.2,-0.1,3,8,5,4,147,0,1,17,5,0,0,5,11,19,1.31,6,1,0,0,0,0,0.19,21,9,15,5,1,7,7,5,36,0,276,31,3,5,3,100,1,9,4,120,5,6,0,1,21
Timo Werner,de GER,"FW,MF",Tottenham,eng Premier League,28.0,0,3,0,0,0,1.0,1.0,2.5,-1.0,-1.0,8,3,1.4,0.52,0,158,236,66.9,2383,597,1.5,0.5,10,3,15,2,222,2,2,28,1,0,0,42,30,89,3.13,14,0,2,1,1,0,0.52,6,4,3,3,0,10,1,10,7,0,298,8,33,10,8,215,18,14,6,227,0,3,0,0,18
Adam Wharton,eng ENG,MF,Crystal Palace,eng Premier League,20.0,0,2,0,0,0,0.4,0.4,3.0,-0.4,-0.4,13,5,0.89,0.34,0,548,725,75.6,10271,3780,2.2,-1.0,26,78,18,5,678,5,1,39,19,1,0,14,107,11,4.03,45,11,0,2,0,1,0.41,34,14,14,16,4,27,20,11,27,0,872,30,11,2,8,430,2,17,13,533,7,12,0,0,102
Ben White,eng ENG,DF,Arsenal,eng Premier League,26.0,0,2,0,0,0,0.5,0.5,1.4,-0.5,-0.5,9,2,0.68,0.15,0,580,692,83.8,9173,2998,1.4,0.6,10,55,11,2,583,1,7,17,0,0,0,23,59,42,1.73,22,1,0,0,0,0,0.15,20,14,10,4,6,22,16,10,44,0,813,55,28,0,5,394,4,10,6,494,18,10,0,0,37
Silvan Widmer,ch SUI,DF,Mainz 05,de Bundesliga,31.0,0,1,0,0,0,0.3,0.3,0.4,-0.3,-0.3,3,1,0.54,0.18,0,208,281,74.0,3639,1198,0.5,0.6,2,15,6,2,224,0,0,12,0,0,0,3,23,36,1.78,7,2,0,1,0,0,0.36,11,5,3,6,2,4,5,7,27,0,363,26,12,0,4,146,1,8,3,190,12,5,0,0,16
Mats Wieffer,nl NED,"DF,MF",Brighton,eng Premier League,24.0,1,3,1,0,0,0.8,0.8,1.6,0.2,0.2,9,4,0.8,0.35,0,594,698,85.1,9762,2650,1.0,1.4,16,53,9,2,647,0,1,13,0,0,0,18,62,23,2.83,28,0,0,2,2,0,0.53,58,34,27,27,4,15,17,18,28,3,867,55,22,7,7,483,1,19,9,533,32,23,1,1,68
Mateusz Wieteska,pl POL,DF,Cagliari,it Serie A,27.0,0,0,0,0,0,0.2,0.2,0.2,-0.2,-0.2,1,0,0.49,0.0,0,82,95,86.3,1672,723,0.2,-0.2,1,3,1,0,93,0,0,0,0,0,0,1,5,0,0.97,1,0,0,0,0,1,0.0,1,0,0,1,0,0,7,3,6,0,116,18,2,0,0,69,0,1,0,70,2,4,0,1,11
Caleb Wiley,us USA,"DF,MF",Strasbourg,fr Ligue 1,19.0,0,1,0,0,0,0.0,0.0,0.7,0.0,0.0,1,0,0.34,0.0,0,97,123,78.9,1476,602,0.3,0.3,2,2,3,2,100,1,2,7,0,0,0,3,7,9,1.35,3,0,0,0,1,0,0.34,1,0,0,1,0,1,4,3,5,0,149,7,4,0,1,70,0,7,4,90,0,2,0,0,17
Iñaki Williams,gh GHA,FW,Athletic Club,es La Liga,30.0,6,8,6,0,0,7.6,7.6,7.8,-1.6,-1.6,63,24,2.14,0.81,0,525,830,63.3,7922,2296,5.0,0.2,43,38,51,15,798,7,7,115,0,0,0,107,76,302,2.72,61,1,6,7,3,2,0.48,17,10,4,8,5,11,12,34,32,0,1169,35,138,33,56,739,49,65,44,898,30,22,1,0,87
Neco Williams,wls WAL,DF,Nott'ham Forest,eng Premier League,23.0,1,3,1,0,0,2.3,2.3,1.6,-1.3,-1.3,37,7,1.28,0.24,1,843,1116,75.5,12607,5011,1.5,1.4,18,69,22,10,888,1,4,59,0,2,0,68,89,103,1.77,37,6,0,5,3,0,0.21,90,57,63,19,8,33,31,42,137,3,1565,155,45,18,19,650,16,36,21,744,40,24,0,0,110
Nico Williams,es ESP,FW,Athletic Club,es La Liga,22.0,5,5,5,0,0,4.2,4.2,3.5,0.8,0.8,54,19,2.43,0.86,1,497,705,70.5,7797,1800,4.2,1.5,40,23,29,8,640,0,3,107,12,20,0,118,69,254,5.05,67,13,21,3,5,3,0.59,28,18,10,11,7,21,7,20,9,0,1064,8,113,68,104,697,58,62,46,767,11,17,0,0,96
Willian,br BRA,"FW,MF",Fulham,eng Premier League,35.0,0,0,0,0,0,0.3,0.3,0.5,-0.3,-0.3,7,0,2.45,0.0,0,178,208,85.6,3198,855,0.7,-0.5,7,19,10,2,196,0,4,16,3,4,0,11,40,33,5.93,11,4,0,2,0,0,0.0,4,2,0,3,1,4,1,0,1,0,231,1,7,1,4,148,2,3,1,183,1,1,0,0,14
Joe Willock,eng ENG,"MF,FW",Newcastle Utd,eng Premier League,24.0,0,2,0,0,0,1.6,1.6,2.1,-1.6,-1.6,18,3,1.49,0.25,0,300,363,82.6,4282,903,0.9,-0.1,22,28,8,0,356,0,2,18,0,0,0,38,41,86,3.73,36,0,3,3,1,2,0.33,30,17,15,12,3,13,6,24,7,0,533,12,55,12,17,325,16,37,23,372,5,23,0,0,40
Callum Wilson,eng ENG,FW,Newcastle Utd,eng Premier League,32.0,0,0,0,0,0,0.4,0.4,0.1,-0.4,-0.4,6,1,1.46,0.24,0,40,53,75.5,504,89,0.1,-0.1,3,2,0,0,46,0,0,2,0,0,0,5,4,17,2.43,7,0,0,1,1,1,0.0,2,2,0,1,1,2,1,2,1,0,95,1,19,1,4,47,5,16,12,60,2,4,0,0,11
Harry Wilson,wls WAL,"FW,MF",Fulham,eng Premier League,27.0,6,1,6,0,0,4.2,4.2,1.1,1.8,1.8,43,17,3.33,1.32,1,326,445,73.3,5413,1378,1.2,-0.1,20,26,15,1,393,1,5,41,14,6,1,22,51,96,3.41,30,6,0,5,2,1,0.23,20,14,13,3,4,6,7,15,10,1,598,11,63,9,10,342,11,19,6,390,5,12,1,0,55
Patrick Wimmer,at AUT,"MF,FW",Wolfsburg,de Bundesliga,23.0,3,4,3,0,0,3.7,3.7,2.9,-0.7,-0.7,41,10,2.08,0.51,1,427,650,65.7,7363,2757,3.4,1.1,24,55,23,4,591,7,4,42,9,12,0,46,91,75,3.61,45,8,8,2,5,3,0.61,47,35,19,21,7,31,32,31,15,2,920,20,63,37,29,504,13,43,27,532,36,36,0,0,92
Jonas Wind,dk DEN,"FW,MF",Wolfsburg,de Bundesliga,25.0,9,3,8,1,2,5.7,4.0,4.2,3.3,4.0,38,11,1.74,0.5,0,432,612,70.6,6257,2209,4.7,-1.2,34,66,24,0,591,6,0,7,0,0,0,17,100,94,2.97,56,0,0,4,5,0,0.27,10,6,1,8,1,4,6,17,15,0,810,17,88,6,12,450,12,55,28,637,98,15,0,0,59
Harry Winks,eng ENG,MF,Leicester City,eng Premier League,28.0,0,2,0,0,0,0.2,0.2,1.2,-0.2,-0.2,10,4,0.59,0.23,0,910,1045,87.1,14101,5048,1.5,0.8,17,110,7,5,981,4,2,34,11,3,0,19,101,11,2.28,29,7,1,1,1,0,0.18,24,11,12,10,2,17,9,19,20,0,1158,49,1,3,8,696,0,13,8,827,8,9,0,0,106
Ben Winterburn,eng ENG,"MF,FW",Bournemouth,eng Premier League,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,5,7,71.4,93,44,0.0,0.0,0,0,0,0,7,0,0,0,0,0,0,2,0,2,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,2,0,0,0,9,0,1,0,0,6,1,0,0,6,1,0,0,0,2
Florian Wirtz,de GER,"MF,FW",Leverkusen,de Bundesliga,21.0,10,12,8,2,4,9.4,6.1,7.0,0.6,1.9,74,35,2.83,1.34,1,1370,1749,78.3,18566,5171,9.4,5.0,57,96,65,8,1619,26,8,101,17,4,0,131,176,309,5.66,107,7,23,6,4,1,0.99,32,20,10,12,10,13,10,32,6,1,2096,10,137,82,79,1217,53,58,47,1638,9,22,1,0,113
Yoane Wissa,cd COD,FW,Brentford,eng Premier League,27.0,19,4,19,0,0,18.5,18.5,2.6,0.5,0.5,90,41,2.77,1.26,0,450,588,76.5,6490,1617,1.8,1.4,27,44,13,1,552,5,1,20,0,0,0,60,67,154,2.13,40,1,4,13,10,1,0.31,22,12,6,8,8,16,8,29,21,3,925,34,163,15,24,550,34,77,35,658,30,34,1,0,81
Dani de Wit,nl NED,"MF,FW",Bochum,de Bundesliga,26.0,2,1,2,0,0,2.1,2.1,0.5,-0.1,-0.1,20,7,1.56,0.55,0,296,411,72.0,4084,1104,0.5,0.5,10,24,5,2,381,1,0,8,0,0,0,5,33,37,1.72,14,1,0,4,2,1,0.16,29,17,11,15,3,13,12,17,23,1,558,27,37,1,5,244,0,11,3,311,41,24,2,0,36
Axel Witsel,be BEL,DF,Atlético Madrid,es La Liga,35.0,0,1,0,0,0,0.0,0.0,0.5,0.0,0.0,1,0,0.11,0.0,0,494,545,90.6,8980,3351,0.7,0.5,2,17,0,0,525,0,2,0,0,0,0,2,21,1,0.42,2,0,1,0,1,0,0.21,16,12,4,10,2,2,11,15,34,1,645,82,4,1,1,405,1,9,0,418,23,4,0,0,32
Maximilian Wittek,de GER,DF,Bochum,de Bundesliga,28.0,0,0,0,0,0,1.4,1.4,4.4,-1.4,-1.4,41,7,1.36,0.23,7,1077,1525,70.6,20095,8995,6.2,-4.4,46,114,37,18,1105,8,6,164,44,24,0,47,141,83,3.33,62,28,1,5,4,0,0.2,65,42,40,19,6,16,27,54,89,3,1882,105,20,12,14,769,7,38,12,860,23,34,0,0,115
Marius Wolf,de GER,DF,Augsburg,de Bundesliga,29.0,1,3,1,0,0,0.7,0.7,3.2,0.3,0.3,12,2,0.5,0.08,1,826,1205,68.5,14566,6535,4.4,-0.2,45,76,25,13,871,3,3,115,15,15,1,36,117,95,3.36,53,17,6,1,3,0,0.25,27,16,13,11,3,27,24,29,51,1,1427,54,46,19,22,627,8,25,16,769,8,19,0,0,82
Nick Woltemade,de GER,"FW,MF",Stuttgart,de Bundesliga,22.0,12,2,10,2,3,10.2,8.0,4.6,1.8,2.0,46,23,2.55,1.28,0,345,489,70.6,4286,1058,3.4,-2.6,37,31,23,0,477,5,2,6,0,0,0,31,52,141,4.38,55,0,8,12,3,1,0.55,10,7,2,4,4,4,1,23,15,1,788,19,159,31,37,470,22,84,50,623,47,24,0,0,53
Jeong Woo-yeong,kr KOR,"MF,FW",Union Berlin,de Bundesliga,24.0,3,2,3,0,0,2.8,2.8,1.7,0.2,0.2,25,6,1.78,0.43,1,381,506,75.3,4914,1386,2.1,0.3,18,30,20,5,490,2,0,36,2,3,0,32,63,93,3.49,40,2,1,4,1,1,0.36,10,7,5,5,0,8,11,10,11,0,621,12,34,12,8,386,6,23,16,423,14,16,0,0,68
Chris Wood,nz NZL,FW,Nott'ham Forest,eng Premier League,32.0,20,3,17,3,3,13.4,11.0,2.6,6.6,6.0,65,32,1.98,0.97,0,315,490,64.3,4434,1018,1.5,0.4,22,19,12,1,485,2,1,1,0,0,0,14,42,94,1.34,36,0,2,4,0,2,0.15,6,5,2,2,2,8,5,12,29,1,770,40,105,4,8,376,5,75,28,563,94,25,0,0,50
Nathan Wood-Gordon,eng ENG,DF,Southampton,eng Premier League,22.0,0,0,0,0,0,0.2,0.2,0.0,-0.2,-0.2,2,0,0.23,0.0,0,444,476,93.3,7532,1915,0.0,0.0,1,11,0,0,465,0,0,3,0,0,0,2,17,0,0.35,3,0,0,0,0,0,0.0,14,8,8,5,1,3,5,9,39,2,564,75,3,4,1,313,0,5,1,419,15,9,0,0,20
Christopher Wooh,cm CMR,DF,Rennes,fr Ligue 1,22.0,0,0,0,0,0,1.3,1.3,0.1,-1.3,-1.3,10,4,0.62,0.25,0,749,860,87.1,14386,5490,0.3,-0.1,2,51,2,0,822,0,2,0,0,0,0,14,59,2,0.99,10,1,0,2,3,0,0.06,36,19,21,13,2,9,23,22,63,0,1028,118,13,7,4,558,0,12,4,695,42,33,0,1,53
Luke Woolfenden,eng ENG,DF,Ipswich Town,eng Premier League,25.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.08,0.0,0,496,562,88.3,9196,3071,0.0,0.0,0,31,0,0,547,0,2,0,0,0,0,7,15,0,0.15,2,0,0,0,0,0,0.0,9,6,5,4,0,3,19,21,76,0,694,147,3,0,0,368,0,4,0,442,15,5,0,0,38
Granit Xhaka,ch SUI,MF,Leverkusen,de Bundesliga,31.0,2,7,2,0,0,0.9,0.9,4.4,1.1,1.1,21,3,0.65,0.09,1,2528,2818,89.7,42166,11905,5.1,2.6,50,372,40,6,2694,8,22,30,1,0,0,42,318,72,3.74,113,4,0,1,2,0,0.56,48,26,15,27,6,18,12,30,52,6,3052,85,15,7,8,1611,0,18,14,2368,41,33,0,0,179
Lamine Yamal,es ESP,FW,Barcelona,es La Liga,17.0,9,13,9,0,0,9.8,9.8,13.9,-0.8,-0.8,144,46,4.54,1.45,0,1161,1553,74.8,16208,4559,11.6,-0.9,64,78,95,16,1497,33,4,108,5,0,0,181,160,433,5.92,112,3,38,20,11,4,0.91,42,28,8,17,17,22,16,12,3,0,2094,9,226,161,128,1486,95,102,49,1723,1,30,2,0,123
Erencan Yardimci,tr TUR,"FW,MF",Hoffenheim,de Bundesliga,22.0,0,0,0,0,0,1.0,1.0,0.0,-1.0,-1.0,6,1,1.73,0.29,0,34,56,60.7,531,56,0.0,0.0,0,3,1,0,50,0,1,1,0,0,0,4,4,12,1.44,2,0,0,3,0,0,0.58,4,3,1,3,0,1,1,2,2,0,99,4,12,0,0,41,1,13,3,67,17,8,0,0,4
Yehor Yarmoliuk,ua UKR,MF,Brentford,eng Premier League,20.0,0,0,0,0,0,0.6,0.6,0.9,-0.6,-0.6,9,2,0.56,0.12,0,661,760,87.0,11716,2679,0.9,-0.9,9,71,8,4,752,4,9,16,0,0,0,15,63,47,1.62,21,0,2,1,1,1,0.12,49,28,21,21,7,27,13,26,33,0,960,61,15,13,11,520,3,26,21,599,8,19,0,0,113
Ryan Yates,eng ENG,MF,Nott'ham Forest,eng Premier League,26.0,2,1,2,0,0,2.3,2.3,1.2,-0.3,-0.3,33,9,1.55,0.42,0,618,758,81.5,9172,2063,0.5,-0.2,18,48,4,0,699,0,0,8,0,0,0,18,53,16,1.78,26,1,1,6,2,2,0.14,42,21,24,14,4,20,26,38,61,1,1041,80,41,9,5,425,1,24,18,545,45,53,0,0,104
John Yeboah,ec ECU,"FW,MF",Venezia,it Serie A,24.0,1,1,1,0,0,3.0,3.0,1.9,-2.0,-2.0,30,10,2.2,0.73,0,258,354,72.9,3414,982,1.5,-0.9,20,19,12,0,334,3,0,26,5,0,0,50,42,88,3.89,37,3,6,1,5,1,0.22,6,3,1,3,2,9,4,4,2,0,517,0,55,24,24,374,25,46,30,409,6,14,1,0,45
