Player,Nation,Pos,Squad,Comp,Age,Gls,Ast,G-PK,PK,PKatt,xG,npxG,xAG,G-xG,np:G-xG,Sh,SoT,Sh/90,SoT/90,FK,Cmp,Att,Cmp%,TotDist,PrgDist,xA,A-xAG,KP,1/3,PPA,CrsPA,Live,TB,Sw,Crs,In,Out,Str,PrgC,PrgP,PrgR,SCA90,PassLive,PassDead,TO,Sh_stats_gca,Fld,Def,GCA90,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Lost,Int,Blocks_stats_defense,Clr,Err,Touches,Def Pen,Att Pen,Succ,Tkld,Carries,CPA,Mis,Dis,Rec,Won,Fls,PKwon,PKcon,Recov
Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,25.0,2,0,2,0,0,1.2,1.2,0.5,0.8,0.8,13,6,0.67,0.31,0,1805,1923,93.9,34017,11145,1.2,-0.5,7,197,3,1,1880,0,2,6,0,0,0,17,137,4,1.02,20,0,0,0,0,0,0.0,36,22,18,16,2,13,34,17,45,1,2101,96,17,3,3,1440,0,6,4,1632,59,20,0,0,115
Kacper Urbanski,pl POL,MF,Bologna,it Serie A,19.0,1,0,1,0,0,0.3,0.3,0.5,0.7,0.7,4,1,1.46,0.36,0,106,126,84.1,1689,395,0.3,-0.5,9,14,5,1,119,1,0,8,0,5,0,5,15,19,2.91,7,1,0,0,0,0,0.0,5,2,4,0,1,2,2,5,5,0,163,6,10,3,2,107,0,8,3,110,2,5,0,0,16
Kacper Urbanski,pl POL,MF,Monza,it Serie A,19.0,0,0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,5,1,0.9,0.18,0,215,249,86.3,3905,1045,0.3,-0.1,4,30,2,0,242,1,2,4,0,1,0,10,41,14,1.26,7,0,0,0,0,0,0.0,5,3,1,2,2,3,2,7,9,0,304,11,3,3,4,187,0,6,10,222,6,8,0,0,23
Can Uzun,tr TUR,"MF,FW",Eint Frankfurt,de Bundesliga,18.0,4,1,4,0,0,3.0,3.0,1.1,1.0,1.0,27,11,3.6,1.47,0,239,299,79.9,3821,1135,1.1,-0.1,14,25,18,4,289,2,1,18,2,2,0,11,42,45,5.06,24,2,6,3,1,2,0.4,10,4,1,4,5,5,1,9,3,0,395,4,31,11,9,265,4,19,14,315,5,8,0,0,31
Josha Vagnoman,de GER,"DF,MF",Stuttgart,de Bundesliga,23.0,1,1,1,0,0,1.5,1.5,2.1,-0.5,-0.5,15,6,0.74,0.29,0,725,902,80.4,11327,3154,2.2,-1.1,22,36,18,9,781,1,1,43,0,0,0,24,47,96,1.42,25,1,1,1,1,0,0.05,26,14,11,13,2,17,14,16,57,1,1105,61,36,8,17,541,10,27,19,675,22,18,0,1,92
Lautaro Valenti,ar ARG,DF,Parma,it Serie A,25.0,1,0,1,0,0,0.2,0.2,0.2,0.8,0.8,7,2,0.4,0.12,0,701,830,84.5,13631,4181,0.2,-0.2,4,26,3,1,752,0,1,2,0,0,0,3,28,3,0.64,8,1,0,0,0,2,0.0,17,12,13,3,1,2,13,26,94,1,1011,161,12,0,1,556,1,9,0,629,24,24,0,0,48
Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,29.0,0,0,0,0,0,0.4,0.4,0.9,-0.4,-0.4,5,1,0.25,0.05,0,688,830,82.9,10843,3821,1.1,-0.9,13,74,6,1,809,0,4,2,0,0,0,13,86,8,2.16,40,0,1,0,3,0,0.15,55,41,21,20,14,43,21,36,51,2,1068,79,14,5,4,509,1,18,8,571,33,57,0,0,109
Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,23.0,0,0,0,0,0,0.3,0.3,0.8,-0.3,-0.3,8,0,0.64,0.0,0,316,468,67.5,6762,3269,0.4,-0.8,6,52,2,0,441,1,8,5,0,0,0,4,42,1,0.88,11,0,0,0,0,0,0.0,35,23,22,12,1,11,15,15,97,0,654,75,14,2,0,268,1,5,2,304,50,22,0,1,43
Germán Valera,es ESP,MF,Valencia,es La Liga,22.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,3,2,1.82,1.22,0,34,47,72.3,474,50,0.0,0.0,1,3,0,0,46,0,0,6,0,0,0,1,2,10,3.04,4,0,1,0,0,0,0.0,1,1,1,0,0,1,4,2,2,1,73,2,4,3,3,46,0,5,1,46,1,2,0,0,4
Emanuele Valeri,it ITA,DF,Parma,it Serie A,25.0,2,6,1,1,1,1.8,1.0,4.7,0.2,0.0,26,4,0.81,0.13,1,783,1193,65.6,14224,6316,3.4,1.3,36,69,31,19,912,1,11,129,3,4,0,79,93,109,2.35,48,10,2,4,5,6,0.31,51,31,33,15,3,31,29,31,103,4,1528,104,33,12,31,740,9,42,5,739,19,28,0,0,124
Martin Valjent,sk SVK,DF,Mallorca,es La Liga,28.0,3,0,3,0,0,0.8,0.8,0.1,2.2,2.2,12,5,0.39,0.16,0,1195,1391,85.9,22418,8493,0.5,-0.1,4,84,4,0,1294,1,4,11,0,0,0,23,91,17,0.85,20,0,2,3,1,0,0.1,30,21,22,7,1,10,18,32,195,1,1723,224,16,6,1,948,1,13,1,1049,49,15,0,0,102
Álex Valle,es ESP,DF,Como,it Serie A,20.0,0,0,0,0,0,0.3,0.3,0.7,-0.3,-0.3,9,1,0.79,0.09,0,562,661,85.0,8597,3030,0.5,-0.7,11,51,9,4,533,0,4,16,0,0,0,19,44,30,2.18,22,1,0,2,0,0,0.0,26,12,12,12,2,6,8,13,42,0,799,26,12,9,9,425,5,18,8,460,6,14,0,0,51
Jesús Vallejo,es ESP,DF,Real Madrid,es La Liga,27.0,0,1,0,0,0,0.0,0.0,0.1,0.0,0.0,0,0,0.0,0.0,0,60,67,89.6,1094,392,0.2,0.9,2,5,1,0,66,0,0,0,0,0,0,0,5,1,1.96,3,0,0,0,0,0,0.65,0,0,0,0,0,0,2,0,8,0,78,7,0,0,0,50,0,0,0,52,3,0,0,0,8
Mattia Valoti,it ITA,MF,Monza,it Serie A,30.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,12,19,63.2,235,60,0.0,0.0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,3,3,3,0,0,2,0,2,2,0,27,2,0,0,0,7,0,0,1,12,0,2,0,0,3
Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,26.0,6,4,6,0,0,2.7,2.7,3.1,3.3,3.3,57,22,1.69,0.65,5,2010,2237,89.9,34974,10229,3.2,0.9,39,232,31,2,2145,3,50,26,3,0,0,66,226,76,2.58,81,1,1,4,0,0,0.39,50,30,22,23,5,14,55,38,52,1,2543,98,43,16,10,1525,5,35,1,1905,27,12,0,0,174
Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,22.0,0,1,0,0,0,0.5,0.5,0.5,-0.5,-0.5,7,3,0.5,0.21,0,551,679,81.1,8534,2594,0.4,0.5,10,32,6,3,544,0,2,20,0,0,0,19,42,34,1.58,16,0,0,1,3,2,0.21,40,32,27,10,3,9,17,14,34,0,841,44,14,13,12,432,5,21,10,463,18,21,0,0,59
Siebe Van Der Heyden,be BEL,"DF,MF",Mallorca,es La Liga,26.0,0,0,0,0,0,0.0,0.0,0.1,0.0,0.0,1,0,0.93,0.0,0,65,73,89.0,1164,308,0.1,-0.1,1,7,1,1,65,0,1,2,0,0,0,1,5,1,1.86,2,0,0,0,0,0,0.0,1,1,0,1,0,0,2,1,3,0,83,5,1,1,1,57,0,0,2,63,2,2,0,0,5
Siebe Van Der Heyden,be BEL,"DF,MF",St. Pauli,de Bundesliga,26.0,1,0,1,0,0,1.7,1.7,0.0,-0.7,-0.7,3,2,0.31,0.21,0,386,487,79.3,6732,2240,0.2,0.0,2,36,6,3,445,0,1,18,0,0,0,10,28,26,0.83,6,0,0,0,0,2,0.0,17,10,10,7,0,10,17,8,43,2,602,54,11,1,4,265,0,3,4,364,31,16,0,2,32
Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,33.0,3,1,3,0,0,2.2,2.2,0.7,0.8,0.8,27,8,0.73,0.22,1,2688,2935,91.6,49037,19110,1.0,0.3,12,290,7,0,2708,1,22,1,0,0,0,22,198,6,1.3,41,0,1,3,1,2,0.11,38,20,17,19,2,9,56,27,190,4,3301,450,48,3,2,1856,3,10,5,2281,119,17,0,0,115
Vanderson,br BRA,DF,Monaco,fr Ligue 1,23.0,1,3,1,0,0,2.2,2.2,3.1,-1.2,-1.2,21,8,0.92,0.35,0,1090,1403,77.7,18537,6599,3.8,-0.1,23,76,29,12,1175,4,13,59,0,0,0,57,102,151,2.53,49,0,5,2,1,1,0.35,76,48,37,30,9,19,39,43,65,2,1714,71,64,24,20,876,13,38,14,976,22,28,0,0,153
Jamie Vardy,eng ENG,FW,Leicester City,eng Premier League,37.0,9,4,8,1,2,11.2,9.6,3.0,-2.2,-1.6,56,23,1.79,0.73,1,258,389,66.3,3776,424,2.6,1.0,19,11,10,1,335,1,1,11,0,0,0,29,22,120,1.5,33,0,6,2,6,0,0.32,19,13,7,7,5,9,5,8,24,0,586,30,111,11,10,285,16,34,14,382,50,25,2,0,39
Ruben Vargas,ch SUI,"FW,MF",Sevilla,es La Liga,25.0,2,1,2,0,0,2.0,2.0,0.8,0.0,0.0,17,5,2.28,0.67,0,166,247,67.2,2714,696,0.9,0.2,13,11,9,5,219,0,0,37,12,2,0,29,14,63,4.16,16,5,4,5,1,0,0.4,7,4,1,5,1,5,3,9,10,0,362,8,30,12,16,186,11,31,6,231,7,11,0,0,31
Ruben Vargas,ch SUI,"MF,FW",Augsburg,de Bundesliga,25.0,0,0,0,0,0,0.7,0.7,0.7,-0.7,-0.7,9,1,2.66,0.3,0,118,141,83.7,2132,400,1.1,-0.7,6,7,5,1,128,0,1,12,0,0,0,9,13,24,5.0,8,5,1,2,1,0,0.0,2,1,1,1,0,3,2,1,1,1,179,2,12,6,5,109,1,11,7,137,3,5,0,0,14
Johan Vásquez,mx MEX,DF,Genoa,it Serie A,25.0,3,0,3,0,0,2.4,2.4,0.3,0.6,0.6,36,8,1.07,0.24,1,1491,1760,84.7,28470,8998,0.4,-0.3,7,76,6,2,1661,0,4,7,0,0,0,37,96,12,0.74,18,1,0,3,2,1,0.0,56,31,24,27,5,18,50,59,150,1,2190,304,46,5,2,1202,2,24,5,1387,93,31,1,1,122
Denis Vavro,sk SVK,DF,Wolfsburg,de Bundesliga,28.0,2,0,2,0,0,1.4,1.4,0.2,0.6,0.6,25,6,0.91,0.22,3,1297,1493,86.9,29352,9952,0.5,-0.2,7,102,6,0,1427,0,24,8,0,0,0,9,96,3,0.99,19,0,1,5,1,1,0.18,21,13,16,5,0,12,37,48,234,3,1901,306,20,3,3,1036,2,8,1,1142,80,7,0,0,89
José Luis García Vayá,es ESP,MF,Valencia,es La Liga,25.0,2,2,0,2,2,2.1,0.5,2.1,-0.1,-0.5,12,4,0.62,0.21,1,970,1237,78.4,18326,6217,2.6,-0.1,32,163,6,3,1086,4,25,109,22,36,3,13,142,19,2.74,29,21,1,1,1,0,0.15,43,25,24,13,6,14,19,23,42,0,1406,61,12,8,3,645,1,16,11,857,23,26,0,0,99
Robinio Vaz,fr FRA,FW,Marseille,fr Ligue 1,17.0,0,0,0,0,0,0.5,0.5,0.0,-0.5,-0.5,2,0,2.4,0.0,0,2,8,25.0,27,0,0.1,0.0,0,0,0,0,8,0,0,1,0,0,0,3,0,6,3.6,0,0,0,0,2,1,2.4,1,1,0,0,1,2,0,0,2,0,20,1,9,0,1,12,2,1,1,14,2,1,1,0,1
Jesus Vazquez,es ESP,DF,Valencia,es La Liga,21.0,0,0,0,0,0,0.1,0.1,0.6,-0.1,-0.1,5,1,0.49,0.1,0,345,447,77.2,4732,1323,0.6,-0.6,3,18,3,2,332,0,0,23,0,0,0,32,21,48,0.88,6,0,1,1,0,1,0.1,23,18,12,9,2,9,10,16,30,0,586,36,14,14,17,250,5,14,8,284,12,17,0,0,42
Lucas Vázquez,es ESP,DF,Real Madrid,es La Liga,33.0,1,5,1,0,0,1.4,1.4,4.7,-0.4,-0.4,15,3,0.62,0.12,1,1415,1624,87.1,21508,5227,3.9,0.3,33,65,29,2,1415,1,7,63,4,7,0,37,99,194,2.67,54,5,1,2,2,1,0.33,58,34,33,17,8,21,17,24,35,1,1850,66,58,19,15,1031,17,34,13,1331,6,29,0,0,83
Matías Vecino,uy URU,MF,Lazio,it Serie A,32.0,2,3,2,0,0,2.3,2.3,2.4,-0.3,-0.3,16,4,1.64,0.41,0,322,397,81.1,5633,1465,2.8,0.6,11,32,3,0,387,4,4,2,0,0,0,4,29,14,2.25,18,0,0,3,0,1,0.41,13,7,3,9,1,14,5,9,15,0,475,19,33,1,0,231,1,6,10,334,30,20,0,0,29
Danilo Veiga,pt POR,DF,Lecce,it Serie A,21.0,0,0,0,0,0,0.6,0.6,0.3,-0.6,-0.6,5,0,1.2,0.0,0,104,161,64.6,1712,550,0.2,-0.3,6,11,5,3,132,0,0,17,0,0,0,10,10,13,3.38,8,0,2,2,2,0,0.24,8,6,4,4,0,7,4,5,14,0,225,10,5,6,6,111,1,10,5,111,5,6,0,0,19
Renato Veiga,pt POR,"DF,MF",Chelsea,eng Premier League,21.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,3,1,1.49,0.5,0,118,139,84.9,2171,435,0.2,0.0,0,6,1,0,127,0,0,0,0,0,0,4,7,3,0.49,0,0,0,1,0,0,0.0,9,6,6,3,0,8,1,3,2,0,167,2,3,3,2,85,1,1,0,110,3,6,0,0,9
Renato Veiga,pt POR,DF,Juventus,it Serie A,21.0,0,1,0,0,0,1.0,1.0,0.1,-1.0,-1.0,12,5,0.99,0.41,1,500,568,88.0,10016,3525,0.2,0.9,2,35,2,0,530,1,4,0,0,0,0,9,40,0,0.74,9,0,0,0,0,0,0.08,17,12,7,9,1,5,19,17,81,0,727,130,11,1,0,388,0,2,0,423,27,9,0,0,38
Alejo Véliz,ar ARG,FW,Espanyol,es La Liga,20.0,1,0,1,0,0,2.3,2.3,0.6,-1.3,-1.3,19,6,1.52,0.48,0,122,187,65.2,1608,182,0.1,-0.6,3,9,0,0,161,0,0,0,0,0,0,2,8,27,1.1,7,0,0,2,5,0,0.31,1,1,0,1,0,6,4,12,23,1,317,25,30,1,3,123,0,34,12,205,51,20,1,0,20
Miloš Veljković,rs SRB,DF,Werder Bremen,de Bundesliga,28.0,0,1,0,0,0,0.6,0.6,0.2,-0.6,-0.6,2,1,0.17,0.09,0,562,648,86.7,11481,3929,0.6,0.8,3,50,4,3,620,0,12,9,0,0,0,9,64,2,1.22,14,0,0,0,0,0,0.09,10,5,6,3,1,8,2,14,47,1,738,67,5,0,0,460,0,2,2,507,24,5,0,1,32
Joël Veltman,nl NED,DF,Brighton,eng Premier League,32.0,0,0,0,0,0,0.5,0.5,0.5,-0.5,-0.5,6,1,0.32,0.05,0,745,929,80.2,12563,3243,1.3,-0.5,6,66,9,5,756,2,3,24,0,0,0,32,85,34,1.22,16,2,2,1,2,0,0.11,43,29,24,16,3,21,19,22,66,0,1133,65,10,4,5,548,3,19,7,626,21,27,0,1,68
Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,23.0,0,2,0,0,0,0.6,0.6,1.2,-0.6,-0.6,6,2,0.53,0.18,0,729,802,90.9,13817,4206,0.7,0.8,2,50,1,0,758,0,1,0,0,0,0,8,51,1,0.98,8,0,0,2,1,0,0.18,10,6,5,4,1,6,10,12,39,1,895,110,9,4,4,620,1,5,5,651,19,10,0,0,63
Lorenzo Venturino,it ITA,"FW,MF",Genoa,it Serie A,18.0,2,0,2,0,0,0.7,0.7,0.2,1.3,1.3,4,3,2.16,1.62,0,28,55,50.9,508,169,0.1,-0.2,3,2,3,1,54,0,0,10,0,0,0,5,7,10,3.23,3,0,1,1,0,1,0.54,5,3,4,0,1,3,0,3,5,0,86,2,6,4,2,39,2,8,1,44,1,3,0,0,8
Nikolas Veratschnig,at AUT,"DF,MF",Mainz 05,de Bundesliga,21.0,0,0,0,0,0,0.2,0.2,0.3,-0.2,-0.2,7,1,1.73,0.25,0,106,146,72.6,1640,532,0.3,-0.3,5,7,4,1,115,0,0,7,0,0,0,7,7,30,2.23,6,2,0,0,1,0,0.0,9,6,1,4,4,1,5,4,8,0,200,7,18,2,7,99,2,7,3,102,2,9,0,0,12
Simone Verdi,it ITA,"MF,FW",Como,it Serie A,32.0,0,0,0,0,0,0.1,0.1,0.5,-0.1,-0.1,2,2,1.57,1.57,0,31,60,51.7,576,243,0.6,-0.5,6,2,3,3,50,1,0,14,1,3,0,3,5,13,6.26,6,2,0,0,0,0,0.0,2,2,0,1,1,2,0,2,2,0,75,2,1,2,0,44,1,0,4,51,0,1,0,0,5
Jordan Veretout,fr FRA,MF,Lyon,fr Ligue 1,31.0,2,0,2,0,0,1.9,1.9,0.6,0.1,0.1,21,9,1.22,0.52,0,792,944,83.9,13258,3471,0.9,-0.6,13,86,12,0,905,1,6,26,8,0,0,35,99,60,2.09,30,3,0,2,0,1,0.06,30,14,14,14,2,23,5,17,23,1,1085,32,28,5,3,597,6,22,7,770,12,23,0,0,88
Arthur Vermeeren,be BEL,MF,RB Leipzig,de Bundesliga,19.0,0,2,0,0,0,0.4,0.4,0.9,-0.4,-0.4,4,1,0.23,0.06,0,821,953,86.1,12663,3480,1.3,1.1,12,71,6,0,940,2,1,3,0,0,0,14,77,20,1.6,27,0,0,0,0,1,0.11,32,19,14,13,5,33,23,34,25,2,1109,46,6,6,9,536,1,19,12,753,8,22,0,0,94
Yorbe Vertessen,be BEL,"MF,FW",Union Berlin,de Bundesliga,23.0,1,0,1,0,0,1.3,1.3,1.6,-0.3,-0.3,27,5,3.38,0.63,0,133,201,66.2,1979,567,1.8,-1.6,15,6,14,2,177,1,0,23,7,2,0,18,16,42,4.0,17,6,6,0,3,0,0.0,6,3,3,2,1,6,3,6,6,0,342,5,26,19,27,194,4,28,17,227,6,14,0,0,32
Mikel Vesga,es ESP,MF,Athletic Club,es La Liga,31.0,0,0,0,0,1,1.2,0.4,1.0,-1.2,-0.4,5,2,0.46,0.18,0,429,539,79.6,7559,2180,0.7,-1.0,12,51,5,0,523,3,4,8,0,0,0,10,64,22,1.91,19,0,0,2,0,0,0.09,22,15,7,13,2,16,15,10,26,0,653,30,11,7,5,291,3,11,9,400,25,14,0,0,66
Jannik Vestergaard,dk DEN,DF,Leicester City,eng Premier League,31.0,0,0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,3,2,0.19,0.13,0,870,959,90.7,14697,5807,0.1,-0.1,3,34,1,0,890,0,2,0,0,0,0,3,32,2,0.45,6,0,0,0,0,1,0.0,22,10,16,6,0,6,16,21,74,1,1092,196,10,4,0,672,0,2,0,757,26,12,0,0,46
Ben Viadere,fr FRA,MF,Auxerre,fr Ligue 1,18.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,2,6,33.3,37,27,0.1,0.0,1,0,0,0,3,0,0,4,1,2,0,1,0,1,18.0,0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,4,0,0,0,4,0,0,0,0,0
Carlos Vicente,es ESP,"FW,MF",Alavés,es La Liga,25.0,5,5,4,1,1,3.5,2.7,5.4,1.5,1.3,35,13,1.02,0.38,1,720,1140,63.2,12031,4061,5.9,-0.4,63,36,38,29,950,3,2,269,24,43,5,104,68,226,3.11,53,38,3,6,5,2,0.26,47,31,26,11,10,39,14,34,40,0,1551,28,86,34,63,781,28,83,49,898,34,38,0,0,133
Pau Victor,es ESP,FW,Barcelona,es La Liga,22.0,2,1,2,0,0,3.0,3.0,0.9,-1.0,-1.0,14,8,3.95,2.26,0,98,121,81.0,1416,221,0.4,0.1,8,5,4,0,117,0,0,3,0,0,0,6,11,28,3.64,11,0,1,0,1,0,0.56,3,1,0,2,1,3,2,6,5,0,170,5,21,7,5,92,6,7,8,125,3,7,0,0,14
Nacho Vidal,es ESP,DF,Osasuna,es La Liga,29.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,37,49,75.5,613,304,0.0,0.0,0,1,0,0,37,0,0,2,0,0,0,3,1,5,0.0,0,0,0,0,0,0,0.0,2,0,0,1,1,3,0,1,6,0,65,5,0,2,0,24,0,2,2,33,3,2,0,0,5
Gabriel Vidovic,hr CRO,MF,Mainz 05,de Bundesliga,20.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,1,0,22.5,0.0,0,6,6,100.0,113,0,0.0,0.0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,3,0,1,0,5,0,0,0,0,0
Gabriel Vidovic,hr CRO,MF,Bayern Munich,de Bundesliga,20.0,0,0,0,0,0,0.1,0.1,0.0,-0.1,-0.1,1,0,3.75,0.0,0,8,8,100.0,104,10,0.0,0.0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,2,0,0,14,0,3,0,1,11,0,1,0,9,0,0,0,0,1
Sergio Viera,es ESP,MF,Las Palmas,es La Liga,19.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.94,0.0,0,45,51,88.2,782,110,0.0,0.0,0,5,0,0,50,0,1,0,0,0,0,0,2,2,1.87,2,0,0,0,0,0,0.0,1,1,0,1,0,1,1,1,1,0,59,1,1,1,1,32,0,2,0,46,1,1,0,0,5
Samuele Vignato,it ITA,MF,Monza,it Serie A,20.0,0,0,0,0,0,0.3,0.3,0.0,-0.3,-0.3,4,1,0.77,0.19,0,126,167,75.4,1778,293,0.2,0.0,1,9,2,0,166,1,1,14,0,0,0,5,17,30,1.34,7,0,0,0,0,0,0.19,6,3,0,4,2,4,0,1,6,0,214,5,7,4,9,139,1,8,10,163,5,3,0,0,12
Asier Villalibre,es ESP,FW,Alavés,es La Liga,26.0,1,1,0,1,1,1.6,0.8,1.0,-0.6,-0.8,8,1,2.16,0.27,0,44,69,63.8,645,153,0.3,0.0,1,3,4,0,64,1,0,2,0,0,0,4,7,18,1.89,4,0,0,1,2,0,0.27,2,2,0,1,1,1,1,1,7,0,116,6,22,2,9,55,3,9,5,75,22,11,0,0,7
Carlos Vinícius,br BRA,"MF,FW",Fulham,eng Premier League,29.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1,1,5.63,5.63,0,1,3,33.3,14,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,1,0,3,11.25,0,0,1,0,1,0,0.0,0,0,0,0,0,1,0,1,0,0,7,0,2,1,0,7,1,1,0,6,0,0,0,0,0
Nicolas Viola,it ITA,"FW,MF",Cagliari,it Serie A,34.0,3,1,3,0,0,2.2,2.2,1.9,0.8,0.8,31,9,2.2,0.64,4,285,452,63.1,5124,2017,2.6,-0.9,28,34,11,2,367,4,1,79,19,25,0,21,46,70,4.19,30,21,3,2,3,0,0.28,14,7,6,7,1,9,3,5,5,0,595,8,34,11,16,326,7,30,21,389,21,20,0,0,52
Viti,es ESP,DF,Las Palmas,es La Liga,26.0,0,2,0,0,0,0.1,0.1,1.4,-0.1,-0.1,3,2,0.14,0.09,0,757,934,81.0,12326,4296,1.3,0.6,12,40,13,8,722,1,3,45,0,0,0,43,44,65,1.32,23,3,2,0,1,0,0.14,71,46,43,21,7,14,27,28,61,0,1186,62,23,9,7,491,4,28,6,559,18,28,0,0,85
Mattia Viti,it ITA,DF,Empoli,it Serie A,22.0,1,0,1,0,0,0.8,0.8,0.2,0.2,0.2,11,2,0.38,0.07,0,933,1163,80.2,17070,5753,0.2,-0.2,5,71,3,0,977,1,5,0,0,0,0,17,86,10,0.8,14,2,0,2,2,3,0.0,65,45,42,20,3,18,48,41,128,4,1506,260,12,6,3,633,0,20,17,752,61,30,0,0,97
Vitinha,pt POR,"FW,MF",Genoa,it Serie A,24.0,2,3,2,0,0,1.6,1.6,3.3,0.4,0.4,33,5,2.24,0.34,1,191,322,59.3,2886,753,2.0,-0.3,16,12,10,7,290,3,2,45,0,2,0,38,19,71,2.78,25,4,5,2,5,0,0.2,23,8,12,6,5,19,12,14,22,0,572,32,54,22,42,309,16,54,34,348,31,23,0,0,53
Vitinha,pt POR,MF,Paris S-G,fr Ligue 1,24.0,5,1,3,2,2,3.4,1.8,2.6,1.6,1.2,25,12,1.1,0.53,2,2236,2403,93.1,39605,9228,3.8,-1.6,27,257,37,3,2325,13,22,21,2,1,0,53,224,57,3.22,66,2,3,2,0,0,0.18,43,23,13,27,3,23,14,26,19,2,2581,58,32,27,10,1756,9,30,19,2160,1,9,0,0,144
Daniel Vivian,es ESP,DF,Athletic Club,es La Liga,25.0,4,0,4,0,0,1.9,1.9,0.4,2.1,2.1,18,5,0.62,0.17,0,1526,1753,87.1,31626,11850,0.7,-0.4,10,166,10,3,1685,2,11,8,0,0,0,36,185,6,1.17,32,0,1,0,0,1,0.03,40,26,23,14,3,11,47,26,152,2,2085,147,26,10,6,1169,1,19,13,1325,43,27,0,1,164
Dušan Vlahović,rs SRB,FW,Juventus,it Serie A,24.0,10,4,6,4,4,12.3,9.2,1.3,-2.3,-3.2,73,25,3.68,1.26,7,253,366,69.1,3895,421,0.9,2.7,15,11,7,0,326,3,4,9,0,0,0,27,22,117,2.07,28,0,6,5,2,0,0.4,4,2,0,1,3,4,1,7,9,3,564,14,125,9,18,308,17,51,28,431,39,27,0,0,36
Vanja Vlahović,rs SRB,"FW,MF",Atalanta,it Serie A,20.0,0,0,0,0,0,0.2,0.2,0.1,-0.2,-0.2,1,1,1.5,1.5,0,4,6,66.7,44,0,0.1,-0.1,2,0,0,0,5,0,0,0,0,0,0,0,0,5,4.5,2,0,0,0,1,0,1.5,1,1,0,0,1,0,0,0,0,0,18,0,7,0,1,13,0,6,1,12,0,0,1,0,0
Nikola Vlašić,hr CRO,"MF,FW",Torino,it Serie A,26.0,5,4,3,2,2,3.4,1.8,2.4,1.6,1.2,30,10,1.28,0.43,0,613,768,79.8,8813,2258,2.0,1.6,32,57,24,4,758,3,4,26,0,1,0,53,94,110,2.98,61,0,3,2,3,1,0.34,37,19,11,17,9,18,9,15,15,0,983,15,59,24,21,607,12,44,42,713,27,28,0,0,93
Alessandro Vogliacco,it ITA,DF,Genoa,it Serie A,25.0,2,0,2,0,0,1.3,1.3,0.0,0.7,0.7,5,2,0.63,0.25,0,266,341,78.0,5278,2121,0.2,0.0,1,35,4,3,319,0,4,11,0,0,0,9,26,2,0.76,4,0,0,2,0,0,0.0,15,3,7,7,1,2,9,11,20,0,407,37,5,0,1,208,1,2,1,258,11,12,0,1,20
Alessandro Vogliacco,it ITA,DF,Parma,it Serie A,25.0,0,0,0,0,0,0.1,0.1,0.1,-0.1,-0.1,1,1,0.12,0.12,0,437,477,91.6,8499,3028,0.1,-0.1,3,26,1,0,455,0,4,2,0,0,0,2,21,0,0.58,4,0,0,1,0,0,0.0,5,2,5,0,0,2,3,15,37,0,551,64,3,1,0,370,0,4,0,395,17,10,0,0,24
Kevin Vogt,de GER,DF,Union Berlin,de Bundesliga,32.0,1,0,0,1,1,0.8,0.0,0.0,0.2,0.0,0,0,0.0,0.0,0,790,897,88.1,16194,7116,0.3,0.0,2,71,8,0,828,0,3,0,0,0,0,11,70,2,1.12,15,2,0,0,0,0,0.0,12,8,7,5,0,5,9,16,75,1,1030,139,2,4,1,560,1,5,2,619,14,10,0,1,90
